Keuwl Accelerometer Data File
2024-04-29 16:04:21
""
"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-1.762912,9.540782,0.445663,9.712518,87.370033,100.468834"
"0.0023458,-1.772483,9.507282,0.450449,9.681581,87.333275,100.560654"
"0.0046918,-1.767698,9.483355,0.440878,9.656767,87.383263,100.558762"
"0.0070374,-1.786840,9.445069,0.436092,9.622490,87.402458,100.712746"
"0.0093832,-1.796412,9.440284,0.416949,9.618727,87.515587,100.774124"
"0.0117290,-1.801197,9.449855,0.393021,9.628008,87.660500,100.791466"
"0.0140745,-1.782055,9.492926,0.412164,9.667535,87.556526,100.632080"
"0.0164207,-1.753341,9.497711,0.436092,9.668036,87.414703,100.459427"
"0.0187670,-1.671985,9.559925,0.488734,9.717333,87.117088,99.920418"
"0.0211128,-1.619343,9.569496,0.483948,9.717599,87.145416,99.604561"
"0.0234592,-1.576272,9.612567,0.550947,9.756516,86.762802,99.312500"
"0.0258051,-1.499702,9.559925,0.541376,9.691975,86.797897,98.915543"
"0.0281510,-1.437488,9.564711,0.546162,9.687536,86.768074,98.547058"
"0.0304973,-1.461416,9.579067,0.550947,9.705556,86.745789,98.674362"
"0.0328435,-1.432703,9.569496,0.574876,9.693213,86.599960,98.514824"
"0.0351902,-1.423131,9.550353,0.546162,9.671238,86.762627,98.475479"
"0.0375363,-1.447060,9.559925,0.550947,9.684507,86.738708,98.607361"
"0.0398824,-1.485345,9.583853,0.517448,9.712067,86.945900,98.809845"
"0.0422278,-1.475773,9.574282,0.450449,9.697819,87.337738,98.762573"
"0.0445735,-1.518844,9.579067,0.445663,9.708966,87.369072,99.009735"
"0.0469193,-1.518844,9.579067,0.460020,9.709636,87.284439,99.009735"
"0.0492657,-1.533201,9.622138,0.479163,9.755299,87.184601,99.053459"
"0.0516117,-1.499702,9.602996,0.474377,9.730965,87.205765,98.876198"
"0.0539571,-1.528415,9.555139,0.503091,9.689676,87.023849,99.087898"
"0.0563028,-1.509273,9.531211,0.546162,9.665412,86.760674,98.998108"
"0.0586494,-1.475773,9.555139,0.550947,9.684117,86.738579,98.779854"
"0.0609954,-1.461416,9.535996,0.536590,9.662240,86.816452,98.712936"
"0.0633414,-1.442274,9.574282,0.531805,9.696898,86.856163,98.566650"
"0.0656873,-1.432703,9.588638,0.522234,9.709137,86.916695,98.498077"
"0.0680325,-1.370489,9.583853,0.550947,9.697011,86.742920,98.138115"
"0.0703782,-1.365704,9.550353,0.565304,9.664055,86.646538,98.138145"
"0.0727243,-1.360918,9.526425,0.617946,9.642962,86.325821,98.130104"
"0.0750700,-1.356132,9.497711,0.656232,9.616458,86.087067,98.126060"
"0.0774158,-1.365704,9.492926,0.689731,9.615431,85.886543,98.186707"
"0.0797620,-1.403989,9.507282,0.718445,9.637207,85.724686,98.400444"
"0.0821078,-1.427917,9.483355,0.694517,9.615369,85.857925,98.562752"
"0.0844541,-1.470988,9.468997,0.661017,9.605345,86.053917,98.830193"
"0.0867999,-1.509273,9.464211,0.603590,9.602787,86.396263,99.060753"
"0.0891457,-1.528415,9.483355,0.622732,9.625896,86.290749,99.155525"
"0.0914913,-1.523630,9.492926,0.560519,9.630746,86.663445,99.118294"
"0.0938372,-1.604986,9.564711,0.555733,9.714345,86.720467,99.525650"
"0.0961828,-1.595415,9.526425,0.536590,9.673988,86.820320,99.507240"
"0.0985286,-1.585843,9.535996,0.527019,9.681315,86.879463,99.441917"
"0.1008742,-1.609771,9.545568,0.517448,9.694172,86.940254,99.572334"
"0.1032200,-1.557129,9.574282,0.512662,9.713616,86.974655,99.237518"
"0.1055664,-1.552344,9.593424,0.493520,9.730731,87.092850,99.191551"
"0.1079120,-1.561915,9.598209,0.455234,9.735114,87.319748,99.242714"
"0.1102577,-1.480559,9.660423,0.460020,9.784040,87.305107,98.713364"
"0.1126040,-1.447060,9.612567,0.488734,9.733154,87.121780,98.560928"
"0.1149496,-1.399203,9.607781,0.493520,9.721666,87.090134,98.285866"
"0.1172958,-1.351347,9.626924,0.522234,9.735324,86.924995,97.990494"
"0.1196419,-1.265205,9.612567,0.550947,9.711114,86.747650,97.498161"
"0.1219879,-1.255634,9.574282,0.565304,9.672800,86.649574,97.471504"
"0.1243334,-1.231705,9.569496,0.589233,9.666413,86.505272,97.334312"
