"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-4.134000,9.499950,0.082950,10.360786,89.541275,113.516754"
"0.0046659,-4.117950,9.355950,0.105000,10.222639,89.411484,113.756325"
"0.0093321,-3.997950,9.105000,0.130950,9.944938,89.245537,113.705986"
"0.0139970,-3.706050,8.896951,0.079050,9.638298,89.530075,112.614311"
"0.0186631,-3.411000,8.827050,0.025950,9.463214,89.842880,111.127823"
"0.0233287,-3.138000,8.968950,0.019050,9.502078,89.885132,109.283600"
"0.0279938,-2.997000,9.160050,0.031050,9.637919,89.815414,108.117149"
"0.0326601,-2.973000,9.256050,0.033000,9.721846,89.805511,107.806778"
"0.0373244,-3.058950,9.273001,0.010950,9.764520,89.935745,108.256538"
"0.0419902,-3.201000,9.285001,-0.025950,9.821320,90.151390,109.021614"
"0.0466567,-3.402000,9.354000,-0.061950,9.953630,90.356606,109.986061"
"0.0513222,-3.639000,9.403951,-0.094950,10.083929,90.539505,111.154694"
"0.0559884,-3.840000,9.364051,-0.121950,10.121557,90.690346,112.297501"
"0.0606535,-3.976050,9.292050,-0.079050,10.107296,90.448120,113.165985"
"0.0653191,-4.075050,9.268050,-0.028050,10.124405,90.158737,113.734512"
"0.0699861,-4.105950,9.282001,-0.022950,10.149625,90.129555,113.862495"
"0.0746501,-4.102950,9.364051,-0.055050,10.223633,90.308517,113.661095"
"0.0793147,-4.084050,9.430950,-0.034950,10.277329,90.194847,113.414909"
"0.0839813,-4.020000,9.469050,-0.009000,10.287050,90.050125,113.003212"
"0.0886450,-3.925950,9.454950,0.010950,10.237641,89.938721,112.549545"
"0.0933093,-3.756000,9.478050,0.021000,10.195167,89.881981,111.617638"
"0.0979752,-3.589050,9.547951,-0.037950,10.200298,90.213165,110.601112"
"0.1026413,-3.430950,9.631950,-0.117000,10.225437,90.655594,109.606163"
"0.1073080,-3.382950,9.679951,-0.069000,10.254294,90.385536,109.263504"
"0.1119733,-3.355950,9.571951,-0.037950,10.143278,90.214363,109.320793"
"0.1166382,-3.435000,9.486000,0.004050,10.088778,89.976997,109.905960"
"0.1213035,-3.490050,9.397051,0.040050,10.024302,89.771088,110.374916"
"0.1259680,-3.517050,9.373051,0.043050,10.011272,89.753616,110.567604"
"0.1306339,-3.603000,9.349051,-0.007050,10.019302,90.040314,111.076004"
"0.1352998,-3.796950,9.124050,-0.046950,9.882678,90.272202,112.594513"
"0.1399650,-3.943050,8.917951,-0.049950,9.750896,90.293503,113.852501"
