"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-4.008000,9.459001,-0.450000,10.282960,92.508163,112.963509"
"0.0046628,-4.161000,9.411000,-0.430050,10.298824,92.393204,113.852242"
"0.0093253,-4.254000,9.421050,-0.391950,10.344386,92.171463,114.301178"
"0.0139895,-4.276050,9.483001,-0.339000,10.408018,91.866516,114.271446"
"0.0186541,-4.161000,9.522000,-0.355950,10.397553,91.961845,113.604752"
"0.0233172,-3.955050,9.507001,-0.394950,10.304440,92.196579,112.588020"
"0.0279807,-3.708000,9.499950,-0.411000,10.206236,92.307899,111.321587"
"0.0326434,-3.520950,9.462001,-0.402000,10.103868,92.280212,110.410973"
"0.0373057,-3.337050,9.438001,-0.378000,10.017716,92.162460,109.472366"
"0.0419690,-3.249000,9.421050,-0.334950,9.971177,91.925034,109.027573"
"0.0466312,-3.186000,9.391951,-0.319950,9.922787,91.847763,108.738304"
"0.0512945,-3.160050,9.343950,-0.280050,9.867814,91.626282,108.685127"
"0.0559583,-3.169950,9.304050,-0.274950,9.833084,91.602295,108.814308"
"0.0606201,-3.186000,9.246000,-0.262950,9.783060,91.540184,109.013000"
"0.0652825,-3.193050,9.229051,-0.214950,9.768170,91.260902,109.084503"
"0.0699447,-3.244050,9.270000,-0.189000,9.823059,91.102463,109.287567"
"0.0746069,-3.304050,9.306001,-0.169050,9.876587,90.980736,109.547157"
"0.0792703,-3.354000,9.358951,-0.157950,9.943048,90.910210,109.716331"
"0.0839323,-3.430950,9.390000,-0.141000,9.998170,90.808044,110.071465"
"0.0885948,-3.450000,9.454950,-0.102000,10.065237,90.580643,110.046432"
"0.0932592,-3.507000,9.514050,-0.130950,10.140678,90.739899,110.234528"
"0.0979217,-3.514050,9.568951,-0.117000,10.194462,90.657585,110.164986"
"0.1025853,-3.543000,9.592951,-0.141000,10.227289,90.789940,110.270889"
"0.1072481,-3.514050,9.627001,-0.150000,10.249400,90.838554,110.053108"
"0.1119105,-3.517050,9.595950,-0.141000,10.221144,90.790413,110.128593"
"0.1165740,-3.466050,9.567000,-0.178950,10.177083,91.007523,109.915062"
"0.1212346,-3.435000,9.526051,-0.153000,10.127600,90.865616,109.828804"
"0.1258980,-3.391950,9.487950,-0.201000,10.078042,91.142799,109.672012"
"0.1305622,-3.370950,9.466950,-0.268050,10.052776,91.527931,109.599571"
"0.1352238,-3.378000,9.463950,-0.328050,10.054097,91.869804,109.643181"
"0.1398878,-3.418950,9.447001,-0.462000,10.057261,92.632919,109.895622"
"0.1445511,-3.438000,9.388050,-0.502050,10.010364,92.874763,110.113251"
"0.1492146,-3.454050,9.319950,-0.514050,9.952697,92.960602,110.335121"
"0.1538782,-3.490050,9.313050,-0.579000,9.962359,93.331841,110.543404"
"0.1585407,-3.529050,9.301050,-0.628950,9.967914,93.617622,110.777992"
"0.1632032,-3.603000,9.088051,-0.517050,9.789873,93.027473,111.626083"
"0.1678666,-3.634050,9.142950,-0.426000,9.847910,92.479271,111.676346"
"0.1725278,-3.684000,9.220051,-0.483000,9.940547,92.785034,111.779869"
"0.1771905,-3.708000,9.273001,-0.526050,10.000727,93.015221,111.795013"
"0.1818529,-3.708000,9.373051,-0.543000,10.094463,93.083534,111.583862"
"0.1865161,-3.694050,9.438001,-0.469050,10.146028,92.649727,111.375465"
"0.1911800,-3.648000,9.466950,-0.387000,10.152873,92.184486,111.073700"
"0.1958423,-3.610050,9.486000,-0.310950,10.154474,91.754784,110.835129"
"0.2005047,-3.580950,9.486000,-0.205050,10.141472,91.158539,110.681442"
"0.2051668,-3.562050,9.478050,-0.141000,10.126279,90.797821,110.597275"
"0.2098287,-3.562050,9.493051,-0.106950,10.139904,90.604332,110.567451"
"0.2144918,-3.571950,9.486000,-0.081000,10.136547,90.457848,110.633850"
"0.2191546,-3.553050,9.486000,-0.088050,10.129961,90.498024,110.533806"
"0.2238176,-3.544950,9.490050,-0.118950,10.131233,90.672722,110.482864"
"0.2284813,-3.495000,9.478050,-0.136050,10.102820,90.771599,110.241287"
"0.2331434,-3.459000,9.454950,-0.178950,10.069399,91.018295,110.094551"
"0.2378050,-3.435000,9.406950,-0.213000,10.016751,91.218452,110.059944"
"0.2424687,-3.427950,9.394951,-0.222000,10.003261,91.271660,110.045586"
"0.2471306,-3.415950,9.378000,-0.244050,9.983746,91.400719,110.014229"
"0.2517927,-3.423000,9.354000,-0.277050,9.964487,91.593239,110.099579"
"0.2564552,-3.423000,9.337050,-0.295950,9.949121,91.704590,110.133141"
"0.2611172,-3.447000,9.334950,-0.289050,9.955233,91.663818,110.267044"
"0.2657810,-3.499950,9.355950,-0.277050,9.993009,91.588692,110.510231"
"0.2704425,-3.499950,9.376050,-0.246000,10.011018,91.408066,110.469910"
