"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-1.463211,9.812367,-0.696910,9.945312,94.018250,98.481400"
"0.0024676,-1.525424,9.800404,-0.802194,9.950796,94.623978,98.847054"
"0.0049360,-1.604388,9.809975,-0.852443,9.976789,94.901474,99.288300"
"0.0074052,-1.685744,9.805189,-0.857229,9.985905,94.924553,99.755127"
"0.0098736,-1.802992,9.833903,-0.933799,10.041335,95.335960,100.389473"
"0.0123411,-1.826920,9.891331,-1.005584,10.108771,95.709015,100.464546"
"0.0148096,-1.886741,9.786046,-1.074976,10.024074,96.156204,100.912674"
"0.0172789,-1.901098,9.778868,-1.125225,10.025295,96.444374,101.001572"
"0.0197472,-1.960918,9.798011,-1.118046,10.054663,96.384308,101.317329"
"0.0222148,-1.929811,9.754940,-1.091725,10.003744,96.265266,101.190285"
"0.0246833,-1.891526,9.652048,-1.086940,9.895521,96.306183,101.087822"
"0.0271524,-1.874776,9.625728,-1.003191,9.857780,95.840897,101.021362"
"0.0296209,-1.891526,9.659226,-1.005584,9.893924,95.833412,101.079788"
"0.0320884,-1.776671,9.632906,-0.984048,9.844684,95.736717,100.450066"
"0.0345569,-1.738386,9.608977,-0.969691,9.812988,95.671059,100.254616"
"0.0370261,-1.592423,9.587442,-0.952942,9.765396,95.600037,99.430435"
"0.0394945,-1.491925,9.515657,-0.921835,9.675916,95.466919,98.910652"
"0.0419620,-1.444068,9.575478,-0.940978,9.729365,95.550049,98.576096"
"0.0444305,-1.336391,9.544372,-0.895514,9.678994,95.308678,97.970665"
"0.0468997,-1.231107,9.551550,-0.936192,9.675960,95.552307,97.344406"
"0.0493681,-1.178465,9.537193,-0.881157,9.650040,95.239044,97.044060"
"0.0518357,-1.099502,9.498908,-0.809372,9.596522,94.838081,96.602623"
"0.0543041,-1.101895,9.527621,-0.847657,9.628512,95.050636,96.597099"
"0.0567733,-1.056431,9.530014,-0.814158,9.622892,94.853386,96.325584"
"0.0592418,-1.056431,9.568299,-0.802194,9.659809,94.763580,96.300484"
"0.0617093,-1.063610,9.580264,-0.759123,9.668971,94.502998,96.335091"
"0.0641778,-1.101895,9.613763,-0.735195,9.704593,94.344742,96.538506"
"0.0666470,-1.149751,9.666406,-0.737588,9.762446,94.333031,96.783066"
"0.0691154,-1.147358,9.644870,-0.720838,9.739587,94.244408,96.784050"
"0.0715829,-1.180858,9.642477,-0.708874,9.740343,94.173508,96.981918"
"0.0740514,-1.200001,9.664013,-0.708874,9.763997,94.163383,97.078308"
"0.0765206,-1.262214,9.680762,-0.665803,9.785378,93.901451,97.428535"
"0.0789890,-1.283749,9.668798,-0.634696,9.774279,93.723145,97.563065"
"0.0814566,-1.288535,9.668798,-0.653839,9.776170,93.834854,97.590927"
"0.0839250,-1.333999,9.807582,-0.605982,9.916423,93.503471,97.745674"
"0.0863942,-1.221536,9.628120,-0.620339,9.725105,93.657234,97.230583"
"0.0888627,-1.264607,9.561121,-0.591625,9.662519,93.510353,97.534523"
"0.0913302,-1.326820,9.556335,-0.531805,9.662650,93.154991,97.904526"
"0.0937986,-1.393819,9.635299,-0.510269,9.748954,93.000282,98.231171"
"0.0962679,-1.403391,9.623335,-0.517448,9.738882,93.045685,98.297073"
"0.0987362,-1.372284,9.678370,-0.519841,9.788985,93.044106,98.070099"
"0.1012038,-1.286142,9.659226,-0.531805,9.758977,93.123817,97.584419"
"0.1036723,-1.214357,9.592228,-0.517448,9.682626,93.063393,97.215149"
"0.1061415,-1.257428,9.654441,-0.522234,9.749978,93.070374,97.420631"
"0.1086099,-1.264607,9.719048,-0.534198,9.815522,93.119797,97.413467"
"0.1110774,-1.288535,9.735797,-0.589233,9.838357,93.433578,97.539291"
"0.1135459,-1.302892,9.735797,-0.620339,9.842158,93.613678,97.622314"
"0.1160151,-1.274178,9.733404,-0.620339,9.836031,93.615936,97.458054"
"0.1184835,-1.329213,9.821939,-0.637089,9.931927,93.677795,97.707077"
"0.1209511,-1.271785,9.769297,-0.651446,9.873245,93.783180,97.417160"
"0.1234195,-1.252643,9.731011,-0.677767,9.834686,93.951729,97.335167"
"0.1258887,-1.269392,9.699904,-0.682553,9.806395,93.991173,97.455727"
"0.1283571,-1.314856,9.726226,-0.687338,9.838737,94.005966,97.698952"
"0.1308247,-1.336391,9.745368,-0.687338,9.860557,93.997093,97.808319"
"0.1332932,-1.353141,9.721440,-0.704088,9.840383,94.103073,97.924171"
"0.1357623,-1.286142,9.671191,-0.718445,9.782753,94.211594,97.575142"
"0.1382308,-1.281357,9.671191,-0.692124,9.780228,94.058083,97.547279"
"0.1406983,-1.250250,9.690333,-0.677767,9.794133,93.968117,97.351707"
"0.1431668,-1.264607,9.719048,-0.637089,9.821659,93.719147,97.413467"
"0.1456360,-1.259821,9.731011,-0.637089,9.832885,93.714890,97.376740"
"0.1481044,-1.250250,9.733404,-0.634696,9.833877,93.700546,97.319527"
"0.1505719,-1.231107,9.740582,-0.651446,9.839663,93.796112,97.203392"
"0.1530404,-1.240679,9.707084,-0.639482,9.806920,93.738747,97.283577"
"0.1555096,-1.252643,9.690333,-0.656232,9.792973,93.842293,97.365623"
"0.1579780,-1.238286,9.702297,-0.639482,9.801880,93.740677,97.273232"
"0.1604456,-1.231107,9.692726,-0.644267,9.791815,93.772591,97.238579"
"0.1629140,-1.207179,9.678370,-0.627518,9.773530,93.681259,97.109764"
"0.1653832,-1.190429,9.685548,-0.605982,9.777227,93.553413,97.006958"
"0.1678517,-1.133002,9.690333,-0.596411,9.774556,93.498169,96.668793"
"0.1703192,-1.113859,9.685548,-0.625125,9.769406,93.668747,96.560318"
"0.1727876,-1.099502,9.721440,-0.637089,9.804142,93.725800,96.452774"
"0.1752569,-1.068395,9.726226,-0.634696,9.805294,93.711349,96.268631"
"0.1777253,-1.056431,9.723833,-0.632303,9.801469,93.698784,96.200493"
"0.1801928,-1.070788,9.721440,-0.620339,9.799888,93.629288,96.285622"
"0.1826613,-1.080359,9.716655,-0.620339,9.796192,93.630661,96.344452"
"0.1851305,-1.080359,9.721440,-0.594018,9.799308,93.475311,96.341354"
"0.1875989,-1.109073,9.687941,-0.548555,9.766634,93.219780,96.530777"
"0.1900665,-1.156930,9.656834,-0.579661,9.743148,93.410782,96.831718"
"0.1925349,-1.228714,9.520443,-0.572483,9.616461,93.412926,97.353981"
"0.1950041,-1.336391,9.386445,-0.531805,9.496005,93.210419,98.103004"
"0.1974725,-1.348356,9.412766,-0.534198,9.523844,93.215439,98.152023"
"0.1999401,-1.329213,9.429516,-0.582054,9.540512,93.497711,98.023720"
"0.2024085,-1.319642,9.441480,-0.591625,9.551598,93.551170,97.956718"
"0.2048777,-1.326820,9.486943,-0.627518,9.599809,93.747971,97.961601"
"0.2073461,-1.312463,9.477372,-0.634696,9.588846,93.795242,97.884392"
"0.2098137,-1.360320,9.525229,-0.637089,9.642942,93.788170,98.127586"
"0.2122822,-1.408176,9.577870,-0.684945,9.705035,94.047089,98.363930"
"0.2147514,-1.436890,9.601799,-0.725623,9.735796,94.274307,98.511040"
"0.2172198,-1.489532,9.637691,-0.766301,9.782179,94.492950,98.785706"
"0.2196873,-1.554138,9.687941,-0.785444,9.843193,94.576820,99.113731"
"0.2221558,-1.609173,9.754940,-0.775873,9.917171,94.487137,99.367142"
"0.2246250,-1.539781,9.661619,-0.878764,9.822934,95.132568,99.055130"
