Keuwl Accelerometer Data File
2024-04-30 16:56:46
""
"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-3.867699,9.175279,0.284148,9.961204,88.365395,112.857117"
"0.0024343,-3.939782,9.117850,0.449252,9.942781,87.410278,113.368958"
"0.0048679,-4.073781,9.158528,0.308076,10.028421,88.239578,113.979851"
"0.0073017,-4.147958,9.187542,0.193220,10.082352,88.901901,114.298050"
"0.0097349,-4.205386,9.252148,0.073579,10.163313,89.585190,114.443260"
"0.0121683,-4.207778,9.331111,-0.048754,10.236084,90.272896,114.272552"
"0.0146021,-4.171886,9.355040,-0.149252,10.244203,90.834801,114.034515"
"0.0170359,-4.049852,9.316754,-0.175573,10.160416,90.990128,113.493858"
"0.0194707,-3.930211,9.288040,-0.161216,10.086637,90.915810,112.935532"
"0.0219047,-3.827021,9.259326,-0.175573,10.020580,91.003944,112.456055"
"0.0243384,-3.688237,9.221041,-0.154038,9.932493,90.888603,111.800446"
"0.0267726,-3.604488,9.187542,-0.130110,9.870167,90.755302,111.421242"
"0.0292063,-3.530311,9.172886,-0.180359,9.830436,91.051262,111.049904"
"0.0316402,-3.515954,9.268898,-0.170788,9.914816,90.987000,110.773148"
"0.0340736,-3.508775,9.297611,-0.189930,9.939474,91.094917,110.675735"
"0.0365069,-3.456133,9.283255,-0.173181,9.907253,91.001595,110.420174"
"0.0389406,-3.432205,9.297611,-0.106182,9.911452,90.613823,110.261581"
"0.0413743,-3.487240,9.266505,-0.077468,9.901260,90.448288,110.622696"
"0.0438085,-3.484847,9.240184,-0.065504,9.875700,90.380035,110.663490"
"0.0462433,-3.477669,9.273684,-0.046361,9.904420,90.268196,110.556244"
"0.0486779,-3.470490,9.268898,-0.079860,9.897634,90.462303,110.527061"
"0.0511121,-3.463312,9.283255,-0.110967,9.908868,90.641655,110.459076"
"0.0535458,-3.477669,9.311969,-0.113360,9.940814,90.653389,110.478760"
"0.0559808,-3.494418,9.357432,-0.075075,9.988901,90.430626,110.477531"
"0.0584152,-3.530311,9.352647,-0.063111,9.996953,90.361710,110.679840"
"0.0608492,-3.539882,9.316754,-0.063111,9.966778,90.362808,110.804184"
"0.0632837,-3.559025,9.326325,-0.010469,9.982340,90.060089,110.887383"
"0.0657175,-3.559025,9.326325,-0.022433,9.982360,90.128754,110.887383"
