Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-2.911050,9.766050,-0.358950,10.197000,92.017319,106.598190
0.0046624,-2.949000,9.706051,-0.354000,10.150336,91.998634,106.900414
0.0093234,-3.000000,9.639001,-0.319950,10.100134,91.815308,107.288002
0.0139855,-3.073950,9.628950,-0.294000,10.111987,91.666077,107.705185
0.0186479,-3.157950,9.586050,-0.214950,10.095108,91.220062,108.233528
0.0233105,-3.196050,9.535951,-0.150000,10.058409,90.854477,108.528992
0.0279741,-3.202950,9.471001,-0.117000,9.998621,90.670471,108.684761
0.0326350,-3.184050,9.438001,-0.105000,9.961178,90.603958,108.642586
0.0372972,-3.174000,9.394951,-0.109950,9.917231,90.635239,108.667084
0.0419594,-3.126000,9.364051,-0.172050,9.873547,90.998451,108.460548
0.0466203,-3.081000,9.388050,-0.174000,9.882222,91.008881,108.168968
0.0512824,-3.012000,9.415951,-0.150000,9.887101,90.869286,107.738579
0.0559443,-3.028050,9.438001,-0.117000,9.912549,90.676292,107.788109
0.0606056,-3.105000,9.475950,-0.058950,9.971868,90.338715,108.142502
0.0652692,-3.157950,9.531000,-0.007050,10.040551,90.040230,108.331818
0.0699311,-3.202950,9.556951,-0.025950,10.079428,90.147514,108.528244
0.0745938,-3.202950,9.577050,-0.043050,10.098546,90.244255,108.492004
0.0792562,-3.091050,9.556951,-0.055050,10.044547,90.314018,107.923012
0.0839172,-2.961000,9.603001,-0.040050,10.049216,90.228348,107.136681
0.0885788,-2.869950,9.615001,-0.007050,10.034187,90.040253,106.619667
0.0932409,-2.772000,9.607950,-0.016050,9.999847,90.091965,106.093437
0.0979030,-2.731050,9.591001,-0.031050,9.972306,90.178398,105.894371
0.1025662,-2.715000,9.571951,0.007050,9.949549,89.959404,105.835526
0.1072277,-2.748000,9.574051,0.034950,9.960682,89.798958,106.014847
0.1118898,-2.803050,9.607950,0.046950,10.008596,89.731224,106.264221
0.1165527,-2.818050,9.619950,0.009000,10.024218,89.948555,106.327316
0.1212135,-2.869950,9.610050,0.021000,10.029463,89.880035,106.627754
0.1258748,-2.899050,9.640950,0.057000,10.067555,89.675606,106.736122
0.1305372,-2.929950,9.663000,0.076050,10.097721,89.568481,106.868004
